Neighborhood,Latitude,Longitude,Venue,Venue Category
Pleasant Plains,40.524699376118136,-74.21983106616777,Planet Fitness,Gym / Fitness Center
Pleasant Plains,40.524699376118136,-74.21983106616777,Aunt Butchies of Brooklyn,Bakery
Pleasant Plains,40.524699376118136,-74.21983106616777,Jamba Juice,Juice Bar
Pleasant Plains,40.524699376118136,-74.21983106616777,Target,Big Box Store
Pleasant Plains,40.524699376118136,-74.21983106616777,Dunkin',Donut Shop
Pleasant Plains,40.524699376118136,-74.21983106616777,Zio Toto - Staten Island,Italian Restaurant
Pleasant Plains,40.524699376118136,-74.21983106616777,Fenix Studios,Music Venue
Pleasant Plains,40.524699376118136,-74.21983106616777,Belli Baci Bakery,Bakery
Pleasant Plains,40.524699376118136,-74.21983106616777,Nucci's,Italian Restaurant
Pleasant Plains,40.524699376118136,-74.21983106616777,Aloysia's Lounge,Bar
Pleasant Plains,40.524699376118136,-74.21983106616777,Ulta Beauty,Cosmetics Shop
Pleasant Plains,40.524699376118136,-74.21983106616777,Sewaren Waterfront,Scenic Lookout
Pleasant Plains,40.524699376118136,-74.21983106616777,Lemon Creek Fishing Pier,Beach
Pleasant Plains,40.524699376118136,-74.21983106616777,Seguine Hot Bagels,Bagel Shop
Pleasant Plains,40.524699376118136,-74.21983106616777,Starbucks,Coffee Shop
Pleasant Plains,40.524699376118136,-74.21983106616777,Michaels,Arts & Crafts Store
Pleasant Plains,40.524699376118136,-74.21983106616777,Genki Sushi,Sushi Restaurant
Pleasant Plains,40.524699376118136,-74.21983106616777,Dunkin',Donut Shop
Pleasant Plains,40.524699376118136,-74.21983106616777,Staten Island Golf Practice Center,Golf Course
Pleasant Plains,40.524699376118136,-74.21983106616777,South Shore Golf Course,Golf Course
Pleasant Plains,40.524699376118136,-74.21983106616777,Cucumber Sushi + Salad Bar,Sushi Restaurant
Pleasant Plains,40.524699376118136,-74.21983106616777,CVS pharmacy,Pharmacy
Pleasant Plains,40.524699376118136,-74.21983106616777,Starbucks,Coffee Shop
Pleasant Plains,40.524699376118136,-74.21983106616777,Alvin P. Williams Memorial Park,Park
Pleasant Plains,40.524699376118136,-74.21983106616777,lobster house joes 2,Seafood Restaurant
Pleasant Plains,40.524699376118136,-74.21983106616777,Family Fruit,Fruit & Vegetable Store
Pleasant Plains,40.524699376118136,-74.21983106616777,Seabra's Armory Restaurant,Seafood Restaurant
Pleasant Plains,40.524699376118136,-74.21983106616777,Annadale Terrace,Restaurant
Pleasant Plains,40.524699376118136,-74.21983106616777,Rossville Pizza,Pizza Place
Pleasant Plains,40.524699376118136,-74.21983106616777,Lowe's,Hardware Store
Pleasant Plains,40.524699376118136,-74.21983106616777,Top Tomato,Farmers Market
Pleasant Plains,40.524699376118136,-74.21983106616777,QDOBA Mexican Eats,Mexican Restaurant
Pleasant Plains,40.524699376118136,-74.21983106616777,Wendy’s,Fast Food Restaurant
Pleasant Plains,40.524699376118136,-74.21983106616777,Mi Tierra,Caribbean Restaurant
Pleasant Plains,40.524699376118136,-74.21983106616777,GameStop,Video Game Store
Pleasant Plains,40.524699376118136,-74.21983106616777,Walgreens,Pharmacy
Pleasant Plains,40.524699376118136,-74.21983106616777,Annadale Diner,Diner
Pleasant Plains,40.524699376118136,-74.21983106616777,South Shore Bar and Grill,American Restaurant
Pleasant Plains,40.524699376118136,-74.21983106616777,Heartland Bagels - Rossville Ave,Bagel Shop
Pleasant Plains,40.524699376118136,-74.21983106616777,Ralph's Italian Ices,Ice Cream Shop
Pleasant Plains,40.524699376118136,-74.21983106616777,Bayside Creamery,Ice Cream Shop
Pleasant Plains,40.524699376118136,-74.21983106616777,Moby Dick's,Bar
Pleasant Plains,40.524699376118136,-74.21983106616777,Carvel,Ice Cream Shop
Pleasant Plains,40.524699376118136,-74.21983106616777,La Dolce Bakery & Pastry Shoppe,Bakery
Pleasant Plains,40.524699376118136,-74.21983106616777,Raritan Yacht Club,Harbor / Marina
Pleasant Plains,40.524699376118136,-74.21983106616777,Qdoba Mexican Grill,Mexican Restaurant
Pleasant Plains,40.524699376118136,-74.21983106616777,Bonao Restaurant,Latin American Restaurant
Pleasant Plains,40.524699376118136,-74.21983106616777,Fajji's,Ice Cream Shop
Pleasant Plains,40.524699376118136,-74.21983106616777,Dunkin',Donut Shop
Pleasant Plains,40.524699376118136,-74.21983106616777,Village Green Shopping Plaza,Shopping Mall
Pleasant Plains,40.524699376118136,-74.21983106616777,Enterprise Rent-A-Car,Rental Car Location
Pleasant Plains,40.524699376118136,-74.21983106616777,Starbucks,Coffee Shop
Pleasant Plains,40.524699376118136,-74.21983106616777,Fu Lin,Chinese Restaurant
Pleasant Plains,40.524699376118136,-74.21983106616777,Big Nose Kate's,Bar
Pleasant Plains,40.524699376118136,-74.21983106616777,Dunkin',Donut Shop
Pleasant Plains,40.524699376118136,-74.21983106616777,Rosa's Deli,Deli / Bodega
Pleasant Plains,40.524699376118136,-74.21983106616777,Woodrow Diner,Diner
Pleasant Plains,40.524699376118136,-74.21983106616777,Cracker Barrel,Deli / Bodega
Pleasant Plains,40.524699376118136,-74.21983106616777,Coney Island Restaurant,Restaurant
Pleasant Plains,40.524699376118136,-74.21983106616777,Fratelli Pizzeria & Bakery,Pizza Place
Pleasant Plains,40.524699376118136,-74.21983106616777,Villa Monte Pizzeria & Restaurant,Pizza Place
Pleasant Plains,40.524699376118136,-74.21983106616777,Raritan Bay YMCA,Gym
Pleasant Plains,40.524699376118136,-74.21983106616777,La Buona Pizza,Pizza Place
Pleasant Plains,40.524699376118136,-74.21983106616777,Amboy Asian Cafe,Asian Restaurant
Pleasant Plains,40.524699376118136,-74.21983106616777,Dunkin',Donut Shop
Pleasant Plains,40.524699376118136,-74.21983106616777,Garibaldi Mexican Restaurant,Mexican Restaurant
Prince's Bay,40.52626406734812,-74.20152556457658,Ralph's Ices,Ice Cream Shop
Prince's Bay,40.52626406734812,-74.20152556457658,Domenico's Pizzeria,Pizza Place
Prince's Bay,40.52626406734812,-74.20152556457658,Wolfe's Pond Park,Park
Prince's Bay,40.52626406734812,-74.20152556457658,Ciro,Italian Restaurant
Prince's Bay,40.52626406734812,-74.20152556457658,CVS pharmacy,Pharmacy
Prince's Bay,40.52626406734812,-74.20152556457658,Bloomingdale Park,Park
Prince's Bay,40.52626406734812,-74.20152556457658,Dollar Tree,Discount Store
Prince's Bay,40.52626406734812,-74.20152556457658,Mount Loretto Unique Area,State / Provincial Park
Prince's Bay,40.52626406734812,-74.20152556457658,Intoxx Fitness,Gym
Prince's Bay,40.52626406734812,-74.20152556457658,Starbucks,Coffee Shop
Prince's Bay,40.52626406734812,-74.20152556457658,Christmas Tree Shops,Gift Shop
Prince's Bay,40.52626406734812,-74.20152556457658,Tottenville Hot Bagels & Deli,Deli / Bodega
Prince's Bay,40.52626406734812,-74.20152556457658,Panera Bread,Bakery
Prince's Bay,40.52626406734812,-74.20152556457658,Seguine Hot Bagels,Bagel Shop
Prince's Bay,40.52626406734812,-74.20152556457658,Page Plaza Diner,Diner
Prince's Bay,40.52626406734812,-74.20152556457658,Misaki Sushi,Sushi Restaurant
Prince's Bay,40.52626406734812,-74.20152556457658,Il Forno,Pizza Place
Prince's Bay,40.52626406734812,-74.20152556457658,Mizu,Sushi Restaurant
Prince's Bay,40.52626406734812,-74.20152556457658,Starbucks,Coffee Shop
Prince's Bay,40.52626406734812,-74.20152556457658,Cucumber Sushi + Salad Bar,Sushi Restaurant
Prince's Bay,40.52626406734812,-74.20152556457658,Café Luna,Café
Prince's Bay,40.52626406734812,-74.20152556457658,Jamba Juice,Juice Bar
Prince's Bay,40.52626406734812,-74.20152556457658,Annadale Terrace,Restaurant
Prince's Bay,40.52626406734812,-74.20152556457658,Cigar Vault,Lounge
Prince's Bay,40.52626406734812,-74.20152556457658,Campania Coal Fired Pizza,Pizza Place
Prince's Bay,40.52626406734812,-74.20152556457658,Artisan Bakery,Bakery
Prince's Bay,40.52626406734812,-74.20152556457658,Genki Sushi,Sushi Restaurant
Prince's Bay,40.52626406734812,-74.20152556457658,Holiday Beverage,Liquor Store
Prince's Bay,40.52626406734812,-74.20152556457658,RollerJam USA,Skating Rink
Prince's Bay,40.52626406734812,-74.20152556457658,Towne Deli Pizzeria,Pizza Place
Prince's Bay,40.52626406734812,-74.20152556457658,Pastosa Ravioli,Gourmet Shop
Prince's Bay,40.52626406734812,-74.20152556457658,Annadale Diner,Diner
Prince's Bay,40.52626406734812,-74.20152556457658,La Bella Marketplace,Grocery Store
Prince's Bay,40.52626406734812,-74.20152556457658,Ralph's Italian Ices,Ice Cream Shop
Prince's Bay,40.52626406734812,-74.20152556457658,Killmeyer's Old Bavarian Inn,German Restaurant
Prince's Bay,40.52626406734812,-74.20152556457658,Pizza Pronto,Pizza Place
Prince's Bay,40.52626406734812,-74.20152556457658,7-Eleven,Convenience Store
Prince's Bay,40.52626406734812,-74.20152556457658,ShopRite of Veterans Rd,Grocery Store
Prince's Bay,40.52626406734812,-74.20152556457658,South Shore Golf Course,Golf Course
Prince's Bay,40.52626406734812,-74.20152556457658,Ralph's Italian Ices,Ice Cream Shop
Prince's Bay,40.52626406734812,-74.20152556457658,Target,Big Box Store
Prince's Bay,40.52626406734812,-74.20152556457658,Dunkin',Donut Shop
Prince's Bay,40.52626406734812,-74.20152556457658,Lemon Creek Fishing Pier,Beach
Prince's Bay,40.52626406734812,-74.20152556457658,Angelina's Ristorante,Italian Restaurant
Prince's Bay,40.52626406734812,-74.20152556457658,Alfonso's Pastry Shop,Bakery
Prince's Bay,40.52626406734812,-74.20152556457658,Ralph's Ices,Ice Cream Shop
Prince's Bay,40.52626406734812,-74.20152556457658,Planet Fitness,Gym / Fitness Center
Prince's Bay,40.52626406734812,-74.20152556457658,Family Fruit,Fruit & Vegetable Store
Prince's Bay,40.52626406734812,-74.20152556457658,Andrew's Diner,Diner
Prince's Bay,40.52626406734812,-74.20152556457658,Conference House Park,Park
Prince's Bay,40.52626406734812,-74.20152556457658,QDOBA Mexican Eats,Mexican Restaurant
Prince's Bay,40.52626406734812,-74.20152556457658,campania coal fired pizza,Pizza Place
Prince's Bay,40.52626406734812,-74.20152556457658,Project Brunch,Breakfast Spot
Prince's Bay,40.52626406734812,-74.20152556457658,Kiku Sushi,Sushi Restaurant
Prince's Bay,40.52626406734812,-74.20152556457658,Kingdom Cafe,Pizza Place
Prince's Bay,40.52626406734812,-74.20152556457658,Reggiano's Brick Oven Pizza & Cafe,Pizza Place
Prince's Bay,40.52626406734812,-74.20152556457658,Deluca’s Italian Restaurant,Italian Restaurant
Prince's Bay,40.52626406734812,-74.20152556457658,LA Fitness,Gym
Prince's Bay,40.52626406734812,-74.20152556457658,Staten Island Golf Practice Center,Golf Course
Prince's Bay,40.52626406734812,-74.20152556457658,Giovannis Trattoria,Italian Restaurant
Prince's Bay,40.52626406734812,-74.20152556457658,La Dolce Bakery & Pastry Shoppe,Bakery
Prince's Bay,40.52626406734812,-74.20152556457658,Carvel Ice Cream,Ice Cream Shop
Prince's Bay,40.52626406734812,-74.20152556457658,Village Green Shopping Plaza,Shopping Mall
Prince's Bay,40.52626406734812,-74.20152556457658,Patrizia's Pizza and Pasta,Italian Restaurant
Prince's Bay,40.52626406734812,-74.20152556457658,Heartland Bagels - Rossville Ave,Bagel Shop
Prince's Bay,40.52626406734812,-74.20152556457658,Rossville Pizza,Pizza Place
Prince's Bay,40.52626406734812,-74.20152556457658,Carvel,Ice Cream Shop
Prince's Bay,40.52626406734812,-74.20152556457658,Fenix Studios,Music Venue
Prince's Bay,40.52626406734812,-74.20152556457658,Fratelli Pizzeria & Bakery,Pizza Place
Prince's Bay,40.52626406734812,-74.20152556457658,Bagels R Us,Bagel Shop
Prince's Bay,40.52626406734812,-74.20152556457658,Belli Baci Bakery,Bakery
Prince's Bay,40.52626406734812,-74.20152556457658,Aunt Butchies of Brooklyn,Bakery
Prince's Bay,40.52626406734812,-74.20152556457658,Target,Big Box Store
Prince's Bay,40.52626406734812,-74.20152556457658,Lowe's,Hardware Store
Prince's Bay,40.52626406734812,-74.20152556457658,Dunkin',Donut Shop
Prince's Bay,40.52626406734812,-74.20152556457658,Zio Toto - Staten Island,Italian Restaurant
Prince's Bay,40.52626406734812,-74.20152556457658,Aloysia's Lounge,Bar
Prince's Bay,40.52626406734812,-74.20152556457658,Walgreens,Pharmacy
Prince's Bay,40.52626406734812,-74.20152556457658,Wine So Fine and Liquors,Wine Shop
Prince's Bay,40.52626406734812,-74.20152556457658,Nucci's,Italian Restaurant
Prince's Bay,40.52626406734812,-74.20152556457658,Starbucks,Coffee Shop
Prince's Bay,40.52626406734812,-74.20152556457658,Ulta Beauty,Cosmetics Shop
Prince's Bay,40.52626406734812,-74.20152556457658,Giulliana's Restaurant,Italian Restaurant
Prince's Bay,40.52626406734812,-74.20152556457658,YMCA,Gym
Prince's Bay,40.52626406734812,-74.20152556457658,Wendy’s,Fast Food Restaurant
Prince's Bay,40.52626406734812,-74.20152556457658,Michaels,Arts & Crafts Store
Prince's Bay,40.52626406734812,-74.20152556457658,Starbucks,Coffee Shop
Prince's Bay,40.52626406734812,-74.20152556457658,Villa Monte Pizzeria & Restaurant,Pizza Place
Prince's Bay,40.52626406734812,-74.20152556457658,Woodrow Diner,Diner
Prince's Bay,40.52626406734812,-74.20152556457658,Wendy’s,Fast Food Restaurant
Prince's Bay,40.52626406734812,-74.20152556457658,Dunkin',Donut Shop
Prince's Bay,40.52626406734812,-74.20152556457658,CVS pharmacy,Pharmacy
Prince's Bay,40.52626406734812,-74.20152556457658,Big Nose Kate's,Bar
Prince's Bay,40.52626406734812,-74.20152556457658,Country Donuts,Coffee Shop
Prince's Bay,40.52626406734812,-74.20152556457658,Smashburger,Burger Joint
Prince's Bay,40.52626406734812,-74.20152556457658,lobster house joes 2,Seafood Restaurant
Prince's Bay,40.52626406734812,-74.20152556457658,Country Donuts,Coffee Shop
Prince's Bay,40.52626406734812,-74.20152556457658,TOMO Japanese Cuisine,Sushi Restaurant
Prince's Bay,40.52626406734812,-74.20152556457658,CVS pharmacy,Pharmacy
Prince's Bay,40.52626406734812,-74.20152556457658,Capizzi,Italian Restaurant
Charleston,40.53053148283314,-74.23215775896526,Intoxx Fitness,Gym
Charleston,40.53053148283314,-74.23215775896526,Christmas Tree Shops,Gift Shop
Charleston,40.53053148283314,-74.23215775896526,Starbucks,Coffee Shop
Charleston,40.53053148283314,-74.23215775896526,Panera Bread,Bakery
Charleston,40.53053148283314,-74.23215775896526,Page Plaza Diner,Diner
Charleston,40.53053148283314,-74.23215775896526,Artisan Bakery,Bakery
Charleston,40.53053148283314,-74.23215775896526,Café Luna,Café
Charleston,40.53053148283314,-74.23215775896526,Mizu,Sushi Restaurant
Charleston,40.53053148283314,-74.23215775896526,Ralph's Ices,Ice Cream Shop
Charleston,40.53053148283314,-74.23215775896526,Tottenville Hot Bagels & Deli,Deli / Bodega
Charleston,40.53053148283314,-74.23215775896526,ShopRite of Veterans Rd,Grocery Store
Charleston,40.53053148283314,-74.23215775896526,Cigar Vault,Lounge
Charleston,40.53053148283314,-74.23215775896526,Killmeyer's Old Bavarian Inn,German Restaurant
Charleston,40.53053148283314,-74.23215775896526,Target,Big Box Store
Charleston,40.53053148283314,-74.23215775896526,RollerJam USA,Skating Rink
Charleston,40.53053148283314,-74.23215775896526,Towne Deli Pizzeria,Pizza Place
Charleston,40.53053148283314,-74.23215775896526,La Bella Marketplace,Grocery Store
Charleston,40.53053148283314,-74.23215775896526,Pizza Pronto,Pizza Place
Charleston,40.53053148283314,-74.23215775896526,7-Eleven,Convenience Store
Charleston,40.53053148283314,-74.23215775896526,Project Brunch,Breakfast Spot
Charleston,40.53053148283314,-74.23215775896526,Angelina's Ristorante,Italian Restaurant
Charleston,40.53053148283314,-74.23215775896526,Mount Loretto Unique Area,State / Provincial Park
Charleston,40.53053148283314,-74.23215775896526,Dollar Tree,Discount Store
Charleston,40.53053148283314,-74.23215775896526,Fenix Studios,Music Venue
Charleston,40.53053148283314,-74.23215775896526,Bloomingdale Park,Park
Charleston,40.53053148283314,-74.23215775896526,Target,Big Box Store
Charleston,40.53053148283314,-74.23215775896526,Sewaren Waterfront,Scenic Lookout
Charleston,40.53053148283314,-74.23215775896526,Aunt Butchies of Brooklyn,Bakery
Charleston,40.53053148283314,-74.23215775896526,campania coal fired pizza,Pizza Place
Charleston,40.53053148283314,-74.23215775896526,Planet Fitness,Gym / Fitness Center
Charleston,40.53053148283314,-74.23215775896526,Conference House Park,Park
Charleston,40.53053148283314,-74.23215775896526,Ulta Beauty,Cosmetics Shop
Charleston,40.53053148283314,-74.23215775896526,Nucci's,Italian Restaurant
Charleston,40.53053148283314,-74.23215775896526,Il Forno,Pizza Place
Charleston,40.53053148283314,-74.23215775896526,Reggiano's Brick Oven Pizza & Cafe,Pizza Place
Charleston,40.53053148283314,-74.23215775896526,Dunkin',Donut Shop
Charleston,40.53053148283314,-74.23215775896526,Deluca’s Italian Restaurant,Italian Restaurant
Charleston,40.53053148283314,-74.23215775896526,Michaels,Arts & Crafts Store
Charleston,40.53053148283314,-74.23215775896526,Starbucks,Coffee Shop
Charleston,40.53053148283314,-74.23215775896526,Zio Toto - Staten Island,Italian Restaurant
Charleston,40.53053148283314,-74.23215775896526,Domenico's Pizzeria,Pizza Place
Charleston,40.53053148283314,-74.23215775896526,Alvin P. Williams Memorial Park,Park
Charleston,40.53053148283314,-74.23215775896526,Dunkin',Donut Shop
Charleston,40.53053148283314,-74.23215775896526,Misaki Sushi,Sushi Restaurant
Charleston,40.53053148283314,-74.23215775896526,Ciro,Italian Restaurant
Charleston,40.53053148283314,-74.23215775896526,lobster house joes 2,Seafood Restaurant
Charleston,40.53053148283314,-74.23215775896526,Wolfe's Pond Park,Park
Charleston,40.53053148283314,-74.23215775896526,Strawberry's Pub & Pizza,Pub
Charleston,40.53053148283314,-74.23215775896526,Belli Baci Bakery,Bakery
Charleston,40.53053148283314,-74.23215775896526,Staten Island Golf Practice Center,Golf Course
Charleston,40.53053148283314,-74.23215775896526,Aloysia's Lounge,Bar
Charleston,40.53053148283314,-74.23215775896526,Jamba Juice,Juice Bar
Charleston,40.53053148283314,-74.23215775896526,Moby Dick's,Bar
Charleston,40.53053148283314,-74.23215775896526,GameStop,Video Game Store
Charleston,40.53053148283314,-74.23215775896526,CVS pharmacy,Pharmacy
Charleston,40.53053148283314,-74.23215775896526,Lowe's,Hardware Store
